merchant_id,business_category,business_age,country,monthly_revenue,avg_transaction_value,chargeback_ratio,negative_reviews_ratio,previous_fraud_reports,suspicious_activity_flag,is_fraud
M01683,Pharmacy,38,Brazil,152037,2643,0.07,0.03,7,Yes,1
M01684,Clothing,50,Germany,101079,2104,0.26,0.09,10,No,1
M01685,Pharmacy,34,Canada,124765,2388,0.01,0.28,8,No,1
M01686,Retail,19,USA,84290,375,0.17,0.18,8,No,1
M01687,Automotive,10,USA,123632,2375,0.28,0.26,2,No,1
M01688,Pharmacy,35,USA,188971,1951,0.3,0.17,9,No,1
M01689,Grocery,30,Brazil,92406,4425,0.07,0.24,10,Yes,1
M01690,Automotive,11,Canada,139876,132,0.12,0.31,2,No,0
M01691,Automotive,10,India,68121,619,0.21,0.29,4,Yes,1
M01692,Grocery,13,Germany,83363,3677,0.27,0.31,2,Yes,1
M01693,Clothing,39,Brazil,26085,4200,0.02,0.11,4,No,0
M01694,Retail,3,Canada,92988,1941,0.16,0.12,3,Yes,1
M01695,Services,29,USA,92187,3037,0.23,0.04,10,No,1
M01696,Retail,48,France,97986,183,0.13,0.26,3,Yes,1
M01697,Automotive,47,UK,149867,2761,0.03,0.25,4,Yes,1
M01698,Services,23,Australia,93426,3146,0.15,0.33,8,No,1
M01699,Automotive,3,Australia,185309,107,0.03,0.37,1,Yes,1
M01700,Clothing,45,India,20957,1682,0.28,0.17,1,Yes,1
M01701,Clothing,43,Australia,29087,4284,0.06,0.15,3,No,0
M01702,Electronics,39,Germany,46106,396,0.14,0.38,2,No,0
M01703,Pharmacy,8,Germany,77396,4241,0.14,0.35,9,Yes,1
M01704,Pharmacy,16,France,79107,3939,0.21,0.28,4,Yes,1
M01705,Services,33,India,161695,3376,0.29,0.3,7,No,1
M01706,Pharmacy,9,USA,26652,386,0.01,0.37,1,No,0
M01707,Grocery,23,UK,53772,562,0.13,0.22,5,No,0
M01708,Grocery,12,India,89614,1855,0.29,0.33,0,Yes,1
M01709,Electronics,47,India,184737,156,0.04,0.02,5,No,0
M01710,Electronics,48,Brazil,91409,3827,0.23,0.03,7,Yes,1
M01711,Automotive,32,India,126133,550,0.24,0.36,0,No,1
M01712,Clothing,49,India,50953,2193,0.2,0.21,3,No,0
M01713,Retail,31,France,162528,584,0.16,0.1,3,Yes,1
M01714,Electronics,49,Germany,31413,4089,0.03,0.33,1,No,0
M01715,Grocery,31,France,50321,3168,0.03,0.11,6,No,1
M01716,Retail,3,India,32789,934,0.07,0.13,0,No,0
M01717,Electronics,5,Germany,164275,1462,0.28,0.24,4,No,1
M01718,Grocery,36,Australia,48079,3703,0.03,0.33,8,Yes,1
M01719,Services,17,Germany,42158,3663,0.03,0.2,8,No,1
M01720,Electronics,28,Australia,114034,3526,0.19,0.17,5,No,0
M01721,Retail,35,Australia,193036,4587,0.23,0.34,8,No,1
M01722,Services,25,Brazil,169388,24,0.05,0.26,8,Yes,1
M01723,Grocery,43,Canada,23028,725,0.24,0.37,7,Yes,1
M01724,Retail,30,UK,71141,3783,0.13,0.36,3,Yes,1
M01725,Electronics,31,UK,143042,376,0.14,0.32,3,Yes,1
M01726,Clothing,29,Australia,168608,473,0.2,0.23,4,No,0
M01727,Pharmacy,41,India,188924,4496,0.13,0.2,0,Yes,1
M01728,Electronics,41,UK,93919,140,0.03,0.19,1,Yes,1
M01729,Grocery,20,Germany,31331,4242,0.06,0.09,0,No,0
M01730,Pharmacy,21,USA,111725,383,0.19,0.07,10,No,1
M01731,Automotive,31,Canada,17021,1076,0.23,0.27,9,No,1
M01732,Services,19,Brazil,135161,3946,0.27,0.29,6,No,1
M01733,Retail,28,India,167060,151,0.2,0.13,8,Yes,1
M01734,Pharmacy,38,India,178789,3144,0.05,0.25,6,Yes,1
M01735,Grocery,7,UK,133134,4886,0.24,0.1,3,Yes,1
M01736,Pharmacy,25,France,188069,196,0.15,0.09,4,No,0
M01737,Pharmacy,39,France,65385,4965,0.1,0.17,1,No,0
M01738,Retail,46,Germany,89786,3592,0.11,0.37,2,Yes,1
M01739,Clothing,31,UK,173163,4137,0.08,0.17,9,No,1
M01740,Electronics,24,France,82440,14,0.2,0.1,3,No,0
M01741,Electronics,41,USA,62716,1899,0.03,0.02,5,No,0
M01742,Electronics,17,France,93588,632,0.04,0.1,5,Yes,1
M01743,Pharmacy,7,UK,182527,648,0.13,0.04,2,Yes,1
M01744,Retail,42,Canada,185081,4284,0.29,0.22,7,No,1
M01745,Pharmacy,25,Canada,56827,2184,0.16,0.22,6,Yes,1
M01746,Grocery,27,India,162531,4282,0.2,0.04,6,No,1
M01747,Services,23,UK,181904,1314,0.24,0.4,10,No,1
M01748,Retail,30,Brazil,102128,4230,0.12,0.15,0,Yes,1
M01749,Services,22,France,115027,1246,0.04,0.25,3,Yes,1
M01750,Retail,26,India,178988,647,0.06,0.2,2,Yes,1
M01751,Electronics,32,USA,102182,3596,0.25,0.05,5,Yes,1
M01752,Retail,2,USA,37552,4282,0.06,0.0,1,No,0
M01753,Retail,11,India,21856,3144,0.12,0.3,6,Yes,1
M01754,Electronics,28,France,184100,1178,0.22,0.16,1,Yes,1
M01755,Grocery,8,UK,51497,4464,0.09,0.17,0,Yes,1
M01756,Services,43,India,199101,306,0.1,0.34,1,No,0
M01757,Pharmacy,39,Australia,182232,3434,0.24,0.17,3,No,1
M01758,Grocery,9,Brazil,35838,2669,0.16,0.11,0,No,0
M01759,Pharmacy,25,Australia,144057,2309,0.26,0.14,7,No,1
M01760,Automotive,35,USA,17485,1361,0.24,0.18,8,No,1
M01761,Retail,29,Canada,157239,4241,0.25,0.15,7,Yes,1
M01762,Pharmacy,30,USA,167820,3944,0.15,0.19,4,Yes,1
M01763,Electronics,26,France,143336,449,0.22,0.24,1,No,1
M01764,Electronics,31,Germany,164760,2978,0.17,0.13,0,Yes,1
M01765,Automotive,19,UK,63761,1130,0.09,0.0,8,Yes,1
M01766,Automotive,22,USA,130855,91,0.13,0.35,10,No,1
M01767,Pharmacy,24,UK,137476,1566,0.0,0.29,4,No,0
M01768,Clothing,23,France,9669,2816,0.2,0.12,10,Yes,1
M01769,Grocery,37,Australia,190104,1099,0.1,0.14,1,Yes,1
M01770,Automotive,7,Brazil,196691,864,0.02,0.33,2,Yes,1
M01771,Automotive,24,USA,36539,3623,0.02,0.31,10,No,1
M01772,Retail,50,Canada,188968,1655,0.04,0.28,9,No,1
M01773,Grocery,29,Canada,56578,3388,0.01,0.32,5,Yes,1
M01774,Services,12,France,185875,673,0.04,0.32,9,Yes,1
M01775,Retail,16,France,70221,2426,0.02,0.17,3,Yes,1
M01776,Clothing,21,UK,10349,2573,0.02,0.29,4,Yes,1
M01777,Clothing,15,India,30073,3634,0.24,0.27,5,Yes,1
M01778,Pharmacy,24,India,178133,95,0.24,0.36,7,No,1
M01779,Pharmacy,46,India,42757,4753,0.17,0.37,0,Yes,1
M01780,Automotive,18,USA,78569,3072,0.1,0.09,7,Yes,1
M01781,Grocery,12,Germany,50050,3572,0.24,0.04,8,Yes,1
M01782,Retail,16,India,100104,4919,0.13,0.15,7,No,1
M01783,Pharmacy,23,India,190497,1761,0.11,0.36,4,No,0
M01784,Services,30,UK,68935,4676,0.04,0.37,4,No,0
M01785,Clothing,1,France,158551,1498,0.17,0.04,10,Yes,1
M01786,Electronics,18,USA,159053,4944,0.12,0.04,9,No,1
M01787,Clothing,19,France,96119,130,0.02,0.07,9,No,1
M01788,Electronics,25,Brazil,107209,4774,0.06,0.26,3,Yes,1
M01789,Services,8,USA,187040,2389,0.23,0.28,7,Yes,1
M01790,Electronics,14,France,124161,1680,0.14,0.02,8,Yes,1
M01791,Services,17,Brazil,14871,1150,0.19,0.17,5,No,0
M01792,Services,30,UK,96171,2866,0.19,0.3,2,No,0
M01793,Retail,8,India,61833,2992,0.12,0.16,0,Yes,1
M01794,Services,1,India,37215,3975,0.05,0.16,2,No,0
M01795,Clothing,29,UK,158430,2853,0.06,0.07,1,No,0
M01796,Services,25,Australia,154800,470,0.05,0.08,5,No,0
M01797,Grocery,38,UK,147687,1334,0.07,0.38,5,Yes,1
M01798,Automotive,20,Canada,180135,1683,0.07,0.39,10,Yes,1
M01799,Clothing,16,Germany,184693,1428,0.21,0.18,9,Yes,1
M01800,Electronics,22,Canada,91722,2191,0.08,0.21,2,Yes,1
M01801,Services,19,India,124129,3432,0.16,0.07,3,No,0
M01802,Electronics,34,UK,132660,2197,0.1,0.04,1,No,0
M01803,Automotive,35,Australia,97199,4814,0.07,0.16,4,No,0
M01804,Clothing,25,UK,189328,3621,0.22,0.39,6,No,1
M01805,Automotive,13,UK,20371,3981,0.28,0.01,0,No,1
M01806,Retail,11,France,14484,1809,0.13,0.2,9,Yes,1
M01807,Automotive,24,Brazil,67364,941,0.12,0.23,9,Yes,1
M01808,Pharmacy,46,Brazil,118837,2772,0.3,0.22,2,No,1
M01809,Electronics,15,Germany,132897,2761,0.02,0.32,4,Yes,1
M01810,Automotive,2,France,162261,1767,0.03,0.16,5,Yes,1
M01811,Electronics,10,India,56776,691,0.1,0.08,9,Yes,1
M01812,Clothing,38,Brazil,119928,59,0.19,0.04,10,Yes,1
M01813,Pharmacy,49,India,128715,4852,0.12,0.06,0,Yes,1
M01814,Retail,9,Canada,6358,1270,0.16,0.39,7,No,1
M01815,Automotive,13,Brazil,144264,2964,0.15,0.22,0,No,0
M01816,Clothing,46,Germany,129416,497,0.25,0.12,6,No,1
M01817,Electronics,34,France,134852,4679,0.0,0.32,10,No,1
M01818,Automotive,46,Germany,107965,2071,0.09,0.3,3,Yes,1
M01819,Automotive,35,Germany,9453,3832,0.07,0.22,10,No,1
M01820,Electronics,22,India,176583,3007,0.05,0.38,7,No,1
M01821,Clothing,50,USA,125703,1570,0.26,0.32,10,No,1
M01822,Services,27,Brazil,199414,3916,0.16,0.23,9,Yes,1
M01823,Grocery,3,Australia,193770,4164,0.16,0.14,5,No,0
M01824,Clothing,16,Brazil,170638,1074,0.11,0.06,4,No,0
M01825,Grocery,42,Brazil,160417,4818,0.29,0.12,7,Yes,1
M01826,Clothing,1,India,11638,1735,0.22,0.08,10,Yes,1
M01827,Retail,44,UK,141409,3281,0.2,0.36,1,No,0
M01828,Clothing,28,Australia,104034,365,0.22,0.21,10,Yes,1
M01829,Grocery,2,Germany,196984,1026,0.07,0.2,0,Yes,1
M01830,Services,12,Germany,57246,4385,0.07,0.07,9,Yes,1
M01831,Retail,4,USA,97732,4444,0.05,0.26,6,No,1
M01832,Clothing,18,Brazil,20769,746,0.3,0.38,1,No,1
M01833,Automotive,20,UK,142012,2877,0.2,0.36,2,No,0
M01834,Clothing,17,India,173424,4414,0.06,0.39,6,No,1
M01835,Automotive,13,Brazil,140511,4264,0.18,0.14,8,Yes,1
M01836,Automotive,27,Germany,179135,817,0.18,0.22,3,Yes,1
M01837,Services,23,Germany,198895,1450,0.25,0.09,6,Yes,1
M01838,Retail,46,India,180231,2763,0.11,0.12,8,No,1
M01839,Automotive,48,Germany,161874,3492,0.19,0.31,3,Yes,1
M01840,Services,49,Brazil,120423,312,0.01,0.29,6,Yes,1
M01841,Clothing,2,Australia,117885,3897,0.28,0.18,5,No,1
M01842,Pharmacy,37,Germany,182075,4147,0.06,0.07,10,Yes,1
M01843,Grocery,17,Australia,162966,1478,0.1,0.01,3,Yes,1
M01844,Services,5,UK,108761,4926,0.23,0.2,9,No,1
M01845,Electronics,19,India,189788,1636,0.16,0.0,9,Yes,1
M01846,Electronics,6,India,144396,2512,0.28,0.03,1,No,1
M01847,Pharmacy,4,Brazil,158856,1827,0.21,0.04,0,Yes,1
M01848,Retail,8,Australia,150232,4959,0.22,0.06,0,No,1
M01849,Automotive,12,Brazil,103781,2242,0.14,0.09,0,Yes,1
M01850,Grocery,43,UK,117835,822,0.08,0.01,10,Yes,1
M01851,Services,35,India,180932,4315,0.12,0.02,6,No,1
M01852,Automotive,43,India,181360,4376,0.17,0.06,10,Yes,1
M01853,Services,22,France,20495,12,0.14,0.4,6,Yes,1
M01854,Automotive,10,India,57283,655,0.29,0.2,3,No,1
M01855,Pharmacy,26,Australia,188146,44,0.3,0.07,6,No,1
M01856,Clothing,5,Australia,187053,2652,0.23,0.14,4,Yes,1
M01857,Services,44,USA,54922,2365,0.21,0.06,0,Yes,1
M01858,Automotive,7,France,128274,4737,0.2,0.16,6,No,1
M01859,Retail,6,India,180661,2214,0.14,0.34,5,No,0
M01860,Services,13,India,165832,627,0.09,0.39,0,No,0
M01861,Services,2,India,91327,586,0.02,0.07,1,No,0
M01862,Grocery,10,Canada,16404,1923,0.12,0.4,10,No,1
M01863,Grocery,39,Brazil,126113,759,0.07,0.08,5,Yes,1
M01864,Pharmacy,15,France,10319,4638,0.13,0.22,3,No,0
M01865,Electronics,2,Brazil,66079,676,0.28,0.14,1,No,1
M01866,Services,19,USA,153153,1250,0.26,0.14,4,Yes,1
M01867,Grocery,23,UK,8373,2698,0.19,0.37,0,Yes,1
M01868,Automotive,32,UK,140423,2433,0.17,0.35,6,No,1
M01869,Grocery,1,Germany,128250,13,0.2,0.07,4,Yes,1
M01870,Services,11,Germany,17589,1254,0.13,0.17,3,No,0
M01871,Electronics,3,India,22754,3775,0.1,0.39,5,No,0
M01872,Automotive,29,Canada,144836,3186,0.24,0.33,6,Yes,1
M01873,Services,47,Canada,46839,1636,0.26,0.35,8,No,1
M01874,Services,33,India,115662,2865,0.25,0.32,9,Yes,1
M01875,Automotive,29,France,162186,823,0.21,0.05,2,No,1
M01876,Clothing,5,Australia,74449,1484,0.23,0.27,3,Yes,1
M01877,Grocery,29,India,74500,4619,0.11,0.24,1,Yes,1
M01878,Grocery,41,Brazil,57799,1632,0.18,0.25,9,Yes,1
M01879,Clothing,4,France,78898,4809,0.01,0.18,7,No,1
M01880,Electronics,7,Brazil,177319,259,0.17,0.04,4,Yes,1
M01881,Clothing,18,USA,67035,2916,0.01,0.33,9,Yes,1
M01882,Automotive,15,Australia,95931,1148,0.25,0.35,7,No,1
M01883,Pharmacy,22,France,57288,1555,0.01,0.1,7,Yes,1
M01884,Automotive,48,Brazil,54647,995,0.24,0.19,4,No,1
M01885,Electronics,17,Australia,100707,4793,0.17,0.37,7,No,1
M01886,Electronics,48,Germany,82608,4986,0.03,0.26,6,Yes,1
M01887,Retail,37,Germany,61419,1756,0.16,0.24,10,Yes,1
M01888,Grocery,4,Brazil,23775,201,0.25,0.19,1,Yes,1
M01889,Clothing,9,India,88822,1457,0.1,0.04,2,Yes,1
M01890,Pharmacy,6,France,170737,3849,0.08,0.21,8,No,1
M01891,Services,31,France,157756,670,0.12,0.11,4,Yes,1
M01892,Services,43,Australia,195292,1976,0.3,0.26,4,No,1
M01893,Retail,32,Australia,181345,3049,0.11,0.4,6,Yes,1
M01894,Grocery,38,India,47957,551,0.24,0.12,10,No,1
M01895,Pharmacy,33,UK,166906,4052,0.19,0.05,2,Yes,1
M01896,Grocery,31,Germany,90815,3936,0.01,0.35,9,Yes,1
M01897,Services,48,Brazil,75046,2939,0.09,0.02,1,Yes,1
M01898,Services,31,France,176031,4005,0.11,0.23,4,Yes,1
M01899,Automotive,34,Germany,26618,3387,0.17,0.25,6,No,1
M01900,Grocery,45,UK,97086,3624,0.01,0.4,10,Yes,1
M01901,Services,43,Canada,29363,1094,0.01,0.23,0,No,0
M01902,Pharmacy,3,India,90680,4346,0.26,0.19,1,No,1
M01903,Retail,9,France,106233,4750,0.13,0.16,0,No,0
M01904,Services,12,India,30706,2880,0.02,0.09,5,No,0
M01905,Electronics,22,India,162592,4634,0.06,0.11,3,Yes,1
M01906,Services,16,Brazil,185162,4213,0.16,0.12,10,Yes,1
M01907,Automotive,16,Brazil,95844,4428,0.25,0.03,8,Yes,1
M01908,Electronics,34,Australia,11186,2091,0.02,0.13,5,Yes,1
M01909,Electronics,15,Brazil,36945,421,0.18,0.11,4,Yes,1
M01910,Pharmacy,28,France,161696,3148,0.14,0.33,4,Yes,1
M01911,Grocery,34,France,120484,4132,0.14,0.29,4,Yes,1
M01912,Services,21,Germany,148668,2449,0.07,0.0,9,Yes,1
M01913,Retail,7,India,9576,3157,0.18,0.21,6,No,1
M01914,Clothing,27,Brazil,35777,2417,0.26,0.27,8,Yes,1
M01915,Electronics,31,Australia,35929,1103,0.03,0.17,7,Yes,1
M01916,Clothing,22,USA,51158,377,0.02,0.31,9,No,1
M01917,Retail,20,France,111213,2958,0.08,0.35,7,Yes,1
M01918,Retail,12,Canada,69701,2535,0.18,0.35,8,No,1
M01919,Grocery,17,USA,196222,1972,0.3,0.15,7,Yes,1
M01920,Clothing,15,Germany,67192,4837,0.17,0.0,0,No,0
M01921,Grocery,41,UK,121287,3222,0.09,0.13,6,Yes,1
M01922,Clothing,22,USA,31255,1947,0.14,0.08,6,Yes,1
M01923,Services,31,Australia,106165,1908,0.22,0.34,5,No,1
M01924,Grocery,42,India,123328,2547,0.16,0.35,0,No,0
M01925,Services,5,USA,56582,1000,0.09,0.03,8,Yes,1
M01926,Retail,47,Canada,94444,2338,0.24,0.15,10,Yes,1
M01927,Retail,39,Germany,193875,1406,0.05,0.07,2,No,0
M01928,Retail,17,Brazil,133032,3631,0.2,0.24,2,Yes,1
M01929,Clothing,26,France,189260,3222,0.21,0.21,10,No,1
M01930,Clothing,50,Germany,196101,887,0.05,0.1,4,No,0
M01931,Automotive,4,India,39591,2030,0.16,0.09,0,Yes,1
M01932,Pharmacy,10,India,171966,575,0.19,0.38,10,Yes,1
M01933,Clothing,37,Canada,12607,2292,0.21,0.16,2,Yes,1
M01934,Electronics,44,France,121729,3521,0.08,0.04,10,Yes,1
M01935,Electronics,38,Brazil,184981,385,0.08,0.25,10,No,1
M01936,Automotive,39,France,140700,398,0.23,0.04,3,No,1
M01937,Retail,17,UK,128766,3880,0.04,0.33,3,No,0
M01938,Clothing,30,USA,106063,4742,0.13,0.05,5,No,0
M01939,Services,39,Germany,26781,1289,0.13,0.08,0,No,0
M01940,Services,47,Canada,137660,2163,0.2,0.11,9,Yes,1
M01941,Pharmacy,13,Australia,9705,4429,0.22,0.16,1,Yes,1
M01942,Clothing,37,Australia,165175,4824,0.18,0.14,4,Yes,1
M01943,Clothing,16,Australia,115906,1755,0.15,0.18,5,No,0
M01944,Pharmacy,48,India,189386,2318,0.14,0.11,7,No,1
M01945,Pharmacy,27,USA,77624,3081,0.18,0.29,7,Yes,1
M01946,Automotive,30,Australia,96572,2103,0.12,0.27,8,No,1
M01947,Clothing,41,UK,132228,4461,0.02,0.39,6,Yes,1
M01948,Retail,14,Brazil,18912,3521,0.06,0.02,1,No,0
M01949,Clothing,37,UK,188199,1426,0.18,0.31,10,Yes,1
M01950,Grocery,22,USA,153374,2422,0.13,0.08,1,Yes,1
M01951,Automotive,12,Brazil,45834,1246,0.05,0.28,4,No,0
M01952,Pharmacy,50,Brazil,105162,2526,0.01,0.11,6,Yes,1
M01953,Automotive,6,France,51718,3164,0.26,0.11,0,No,1
M01954,Clothing,37,India,5792,4288,0.11,0.31,5,No,0
M01955,Services,21,Brazil,130732,2860,0.18,0.39,1,No,0
M01956,Services,1,India,26372,1910,0.05,0.08,6,No,1
M01957,Electronics,41,USA,167704,661,0.15,0.05,9,No,1
M01958,Electronics,41,Australia,43614,4537,0.26,0.01,2,No,1
M01959,Electronics,26,India,195020,2669,0.2,0.24,6,No,1
M01960,Pharmacy,6,Australia,123362,2958,0.1,0.25,3,Yes,1
M01961,Pharmacy,5,USA,136256,4808,0.12,0.05,4,No,0
M01962,Services,38,France,49038,2062,0.03,0.35,3,Yes,1
M01963,Retail,1,France,71258,3720,0.29,0.17,5,Yes,1
M01964,Automotive,5,France,34717,3796,0.25,0.15,10,Yes,1
M01965,Clothing,47,Germany,18385,4875,0.04,0.06,1,Yes,1
M01966,Services,15,USA,71461,3884,0.07,0.16,8,Yes,1
M01967,Pharmacy,38,Australia,10763,4490,0.06,0.33,8,No,1
M01968,Electronics,5,India,165467,4811,0.01,0.29,6,Yes,1
M01969,Pharmacy,23,Canada,41530,1041,0.05,0.34,8,Yes,1
M01970,Grocery,10,USA,41446,3160,0.19,0.37,3,No,0
M01971,Services,19,USA,25345,3599,0.01,0.24,3,Yes,1
M01972,Clothing,38,Canada,120825,802,0.11,0.11,3,Yes,1
M01973,Automotive,36,UK,41637,2037,0.07,0.31,8,No,1
M01974,Services,15,USA,151568,1079,0.29,0.16,6,Yes,1
M01975,Electronics,27,Australia,66075,1429,0.16,0.13,0,Yes,1
M01976,Automotive,25,Canada,78551,709,0.09,0.36,7,Yes,1
M01977,Pharmacy,42,Germany,164274,1709,0.15,0.14,6,No,1
M01978,Electronics,47,India,17267,4977,0.01,0.39,0,No,0
M01979,Automotive,16,Canada,36993,4201,0.09,0.4,6,Yes,1
M01980,Automotive,27,UK,79036,4088,0.2,0.34,4,Yes,1
M01981,Clothing,17,Germany,138086,1095,0.13,0.04,8,No,1
M01982,Automotive,24,France,17685,3497,0.19,0.03,3,No,0
M01983,Retail,18,UK,194359,3784,0.29,0.06,9,No,1
M01984,Electronics,24,USA,104048,3346,0.25,0.04,8,Yes,1
M01985,Pharmacy,45,Brazil,93379,2067,0.27,0.39,0,No,1
M01986,Electronics,36,USA,180174,120,0.29,0.38,5,Yes,1
M01987,Clothing,46,Australia,100395,3669,0.05,0.18,8,Yes,1
M01988,Grocery,13,Brazil,7086,2407,0.05,0.04,9,No,1
M01989,Services,44,France,52107,4000,0.03,0.15,5,No,0
M01990,Services,1,Australia,130090,592,0.2,0.2,8,Yes,1
M01991,Grocery,23,Australia,195557,173,0.2,0.23,6,No,1
M01992,Electronics,28,Australia,54946,1356,0.11,0.3,7,No,1
M01993,Electronics,37,India,85176,101,0.21,0.34,0,No,1
M01994,Clothing,44,USA,122100,1781,0.11,0.28,7,Yes,1
M01995,Electronics,3,Brazil,100307,1669,0.19,0.31,10,Yes,1
M01996,Electronics,41,Brazil,8186,3442,0.27,0.16,6,No,1
M01997,Clothing,26,UK,141192,1442,0.15,0.02,6,Yes,1
M01998,Electronics,41,UK,198267,4774,0.0,0.34,1,No,0
M01999,Retail,45,Brazil,72890,232,0.02,0.25,10,No,1
M02000,Services,9,India,170523,179,0.26,0.17,4,No,1
M02001,Clothing,5,USA,93206,1908,0.13,0.05,4,No,0
M02002,Pharmacy,17,India,180722,2518,0.19,0.03,4,Yes,1
M02003,Grocery,15,Germany,135423,2325,0.22,0.1,8,Yes,1
M02004,Automotive,36,USA,80843,2375,0.13,0.01,5,Yes,1
M02005,Grocery,32,UK,78381,3451,0.24,0.33,6,Yes,1
M02006,Pharmacy,11,USA,21247,4273,0.02,0.19,1,Yes,1
M02007,Clothing,40,Canada,87256,31,0.2,0.09,8,Yes,1
M02008,Automotive,25,USA,15330,3874,0.18,0.4,1,Yes,1
M02009,Automotive,42,USA,110188,1865,0.17,0.35,7,Yes,1
M02010,Retail,22,India,150115,4653,0.06,0.22,2,Yes,1
M02011,Retail,22,Brazil,80469,418,0.03,0.24,7,Yes,1
M02012,Grocery,25,India,81183,3905,0.25,0.38,4,Yes,1
M02013,Electronics,43,Brazil,185530,989,0.05,0.28,7,Yes,1
M02014,Pharmacy,12,Germany,23016,2484,0.26,0.08,9,Yes,1
M02015,Clothing,50,USA,154452,300,0.14,0.08,2,No,0
M02016,Automotive,41,Brazil,187492,4983,0.08,0.26,2,No,0
M02017,Grocery,35,France,103575,3189,0.3,0.3,10,No,1
M02018,Electronics,9,Australia,56199,4421,0.16,0.2,9,No,1
M02019,Retail,20,USA,7282,4893,0.16,0.12,4,No,0
M02020,Retail,45,USA,127877,850,0.21,0.12,8,No,1
M02021,Retail,34,USA,78109,3535,0.23,0.09,8,Yes,1
M02022,Electronics,37,France,112541,3226,0.16,0.27,1,No,0
M02023,Electronics,10,France,141547,2727,0.17,0.34,5,Yes,1
M02024,Retail,31,France,82714,4283,0.18,0.32,5,Yes,1
M02025,Services,13,USA,86587,221,0.1,0.11,9,Yes,1
M02026,Services,46,Canada,171225,4086,0.17,0.03,4,No,0
M02027,Services,42,Canada,110916,199,0.24,0.22,2,No,1
M02028,Electronics,37,Australia,105670,3601,0.15,0.31,2,Yes,1
M02029,Services,34,India,24813,4341,0.01,0.23,10,Yes,1
M02030,Automotive,15,Brazil,64572,2888,0.05,0.03,9,Yes,1
M02031,Services,4,Australia,16133,2325,0.07,0.18,8,Yes,1
M02032,Retail,11,Australia,115481,1156,0.28,0.25,10,No,1
M02033,Retail,1,Australia,46192,176,0.09,0.16,9,Yes,1
M02034,Electronics,1,India,50043,3271,0.24,0.34,2,Yes,1
M02035,Grocery,37,Canada,84836,1708,0.04,0.38,8,No,1
M02036,Clothing,31,India,84359,2222,0.19,0.05,0,No,0
M02037,Services,5,Canada,188671,93,0.21,0.15,5,No,1
M02038,Retail,10,USA,192560,4359,0.28,0.28,10,Yes,1
M02039,Services,2,USA,98930,2851,0.23,0.25,8,Yes,1
M02040,Services,44,Australia,90757,965,0.11,0.32,6,Yes,1
M02041,Automotive,28,UK,68041,3053,0.27,0.23,2,Yes,1
M02042,Grocery,8,France,134929,463,0.26,0.38,8,Yes,1
M02043,Electronics,45,India,62827,4863,0.13,0.1,7,No,1
M02044,Services,28,Germany,184977,139,0.24,0.35,0,No,1
M02045,Electronics,44,USA,95503,1810,0.12,0.35,9,No,1
M02046,Pharmacy,8,Brazil,113960,3078,0.14,0.15,1,Yes,1
M02047,Pharmacy,13,India,42688,1096,0.29,0.37,0,Yes,1
M02048,Electronics,37,Germany,103495,851,0.26,0.39,6,No,1
M02049,Retail,16,France,64379,2787,0.01,0.19,7,Yes,1
M02050,Automotive,24,Canada,143439,22,0.24,0.11,7,Yes,1
M02051,Clothing,2,Australia,138537,1097,0.13,0.11,5,No,0
M02052,Grocery,49,UK,160773,2810,0.03,0.07,4,Yes,1
M02053,Electronics,38,UK,149000,2560,0.18,0.13,3,No,0
M02054,Retail,20,Brazil,49771,4258,0.2,0.13,9,Yes,1
M02055,Grocery,31,USA,61041,1976,0.13,0.4,2,No,0
M02056,Pharmacy,43,Canada,196531,3920,0.01,0.21,3,No,0
M02057,Automotive,22,France,167119,1467,0.27,0.37,7,No,1
M02058,Retail,33,India,31517,1734,0.09,0.4,3,No,0
M02059,Retail,19,USA,62030,4150,0.09,0.36,8,Yes,1
M02060,Clothing,38,India,107771,412,0.28,0.3,10,No,1
M02061,Grocery,34,Canada,115686,4284,0.1,0.11,3,Yes,1
M02062,Pharmacy,34,France,158386,4132,0.16,0.22,10,Yes,1
M02063,Automotive,31,Australia,114947,2501,0.04,0.04,1,No,0
M02064,Grocery,22,India,192366,243,0.04,0.01,9,No,1
M02065,Automotive,40,UK,75500,267,0.25,0.19,0,Yes,1
M02066,Clothing,33,Australia,116367,4742,0.01,0.31,0,Yes,1
M02067,Automotive,3,Australia,113053,2141,0.23,0.35,1,Yes,1
M02068,Automotive,2,USA,24490,4841,0.1,0.23,9,No,1
M02069,Clothing,40,Canada,132278,2328,0.24,0.04,0,Yes,1
M02070,Services,44,Brazil,80183,4126,0.22,0.15,8,Yes,1
M02071,Clothing,3,USA,65691,4366,0.1,0.03,5,Yes,1
M02072,Services,32,USA,80308,122,0.25,0.12,9,Yes,1
M02073,Automotive,36,Canada,106091,2420,0.24,0.16,2,Yes,1
M02074,Automotive,8,Germany,180777,2758,0.11,0.14,0,Yes,1
M02075,Clothing,40,India,162993,3272,0.13,0.05,10,No,1
M02076,Clothing,12,France,170979,3400,0.19,0.18,6,Yes,1
M02077,Electronics,30,Brazil,186597,1848,0.07,0.31,7,Yes,1
M02078,Automotive,50,Brazil,174473,2941,0.22,0.19,3,Yes,1
M02079,Grocery,12,Brazil,91383,545,0.21,0.16,6,No,1
M02080,Grocery,24,Canada,36444,3994,0.28,0.37,1,No,1
